Easting (m),Northing (m),Elevation (m),Gravity Anomaly (mGal)
322896.5049,4830931.116,1650.527,15.3875
324198.5459,4832115.722,1681.226,17.2457
324623.1143,4833317.695,1726.944,17.3026
324843.908,4830849.675,1637.937,16.9997
325598.0546,4832147.015,1604.866,17.5784
326069.3578,4833414.719,1626.62,15.1467
328188.6063,4832719.322,1584.852,16.4246
328008.5282,4836135.277,1683.747,15.8176
311550.9999,4849841,1622.8,-32.7391
311513.9999,4853806,1775.195,-20.5148
312470,4853764,1813.294,-16.8878
313460.9999,4853775,1853.78,-13.3435
313908,4853880,1872.42,-10.9031
314115.9999,4853951,1880.623,-8.93283
287945.9999,4839632,1893.402,-27.7042
289271.9999,4840427,1871.939,-21.5706
290572.9999,4841452,1856.977,-16.2414
291995.9999,4841661,1838.485,-15.3711
293123.9999,4842277.999,1823.897,-14.505
294063.9999,4843077,1815.441,-14.567
294745.9999,4843747,1809.386,-16.5456
295370.9999,4844179,1819.378,-16.1758
296484.9999,4844888.001,1802.258,-14.4713
283130.9998,4871887,1879.406,-35.4498
283769.9999,4872577,1930.523,-36.5675
284368.9998,4873252,1976.053,-36.9751
285027.9999,4874145,2033.783,-35.4311
285569.9998,4875365,2100.063,-31.3022
298757.9999,4846240,1794.376,-13.8648
299423.9999,4846775,1772.217,-11.8389
301428,4848541,1750.998,-14.5519
302314.9999,4849275,1737.069,-16.4598
303144.9999,4850052,1727.707,-19.7404
304483,4849979,1721.964,-18.8086
306269.9999,4850305,1708.563,-18.3724
307382,4850348,1699.174,-20.242
306536.9999,4852329,1699.136,-25.9745
307833,4852319,1691.509,-26.865
308687.9999,4852286,1686.795,-27.237
303901.9999,4871223,1981.659,-22.6283
303634.9999,4872361.999,2012.98,-25.2266
303498.9999,4873403,2041.829,-25.9044
303182.9999,4877409,2316.792,-23.8867
303133.9999,4878716,2250.933,-28.2661
303596.9999,4879640,2214.874,-30.2966
305115.9999,4881470,2113.798,-32.7055
306001,4882560,2114.241,-34.6591
307347.9999,4884071,2074.189,-35.2218
307999,4886095,2032.304,-39.0775
308773.9999,4888169,1985.88,-34.7874
310345,4890445,1949.601,-35.6227
312249.9999,4891236,1907.961,-34.3453
314315.9999,4891396,1878.713,-33.108
328590,4865268,1569.064,-15.4684
328590,4865268,1569.064,-15.4784
327675.9999,4865058,1599.866,-19.6707
326708,4864571,1635.094,-23.3977
325831,4863882,1673.182,-24.9527
324908,4863215,1708.601,-23.7129
324002.9999,4862572,1741.981,-18.0188
322429.9999,4861686,1794.842,-11.9181
321327.9999,4861112,1825.509,-9.85731
320710,4860468.999,1858.529,-10.4287
320224,4860038,1883.835,-9.68822
319693.9999,4859661,1908.046,-7.33242
314441,4854161,1897.99,-9.35283
314110,4853932,1880.193,-8.80379
314319,4834109,1622.8,0.001
249376.9996,4868125,2099.28,-29.1794
250407.9996,4870180,2087.172,-25.5302
251675.9996,4872310,2067.222,-26.0827
253231.9996,4873477,2054.17,-28.5954
255082.9996,4874316.999,2032.21,-30.2862
256619.9997,4875913,2024.132,-30.4669
258197.9996,4877385,2007.916,-35.0946
260095.9997,4878880,1990.517,-39.8133
262101.9996,4880461.999,1972.321,-39.4339
263738.9997,4881678,1959.671,-40.8985
265175.9997,4882436,1973.074,-41.8665
266544.9998,4884058,1944.321,-41.5728
267048.9998,4885298,1913.32,-41.9106
269537.9998,4886077,1905.994,-44.9128
269711.9997,4887688,1922.531,-44.574
269681.9998,4889240,1964.677,-44.1294
269274.9997,4891805,1987.579,-44.1234
270664.9997,4894090,2082.142,-30.4835
271609.9998,4895604,2156.748,-19.9146
271902.9998,4897244,2234.442,-21.497
272316.9998,4898810,2329.618,-21.544
273000.9998,4900511,2524.957,-17.2241
274199.9998,4901329,2501.837,-18.3207
275043.9998,4903090,2351.981,-21.2968
275460.9998,4904568,2258.316,-24.0864
275957.9998,4905992,2212.965,-24.0094
276509.9998,4907506,2177.943,-26.0495
276702.9998,4909132,2133.731,-25.0583
277146.9998,4910792,2095.131,-26.9298
278672.9998,4913585,2020.544,-32.6237
280549.9998,4916361,1926.104,-42.9027
283610.9998,4919864,1788.913,-57.4582
302583.9999,4834626,1659.183,-9.33858
304977.9999,4834543,1641.084,-7.99303
306612,4834521,1628.306,-9.13577
308505.9999,4834433,1640.818,-13.6016
309847.9999,4834460,1647.592,-14.9083
311036,4834371,1632.164,-14.4102
312863,4834306,1613.684,-9.21667
314190.9999,4834300,1611.059,-2.42326
314970,4834687,1669.039,2.3193
316431,4834997,1660.912,3.30008
316952,4836136,1677.026,-1.15355
317446.9999,4837108,1686.391,-3.70785
319115.9999,4838955,1692.287,-12.3182
320256,4838927,1707.916,-9.82066
321378,4838892,1724.143,-3.52878
321378,4838892,1724.143,-3.52878
322474,4839534,1752.468,-0.483736
323009,4840458,1769.825,-2.06001
323825,4841617,1798.667,-1.58106
324774,4842202,1822.703,1.2445
325845,4841982,1846.992,8.03634
318246.9999,4838970,1698.808,-10.1882
317164,4839584,1772.578,-2.03278
332144,4844152,2352.067,28.7751
308877.9999,4839261,1636.517,-13.2835
309897,4839225,1634.018,-12.7704
310874.9999,4839207,1632.968,-13.5452
312515.9999,4839174,1635.573,-5.725
335839,4846301,1540.044,11.6418
337791,4847474,1480.791,10.2153
338975,4849693.999,1456.252,7.66989
341500,4851385,1453.87,-7.94253
342853.9999,4852934.999,1453.734,-9.38086
344509,4854505,1452.818,-3.87534
305790.9999,4841320.999,1716.323,-8.27301
306409.9999,4839865,1656.59,-11.0412
311552,4849840,1691.649,-19.1216
314461,4834106,1622.8,0.182236
311552,4849840,1691.649,-19.1216
307929,4853913,1690.687,-29.9739
308858,4853886,1688.311,-29.107
311552,4849840,1691.649,-19.1216
310134,4853845,1708.259,-24.6222
306889,4853950,1693.476,-29.683
305630,4853998,1698.777,-26.8154
304508,4854029,1702.089,-23.0893
303424,4854068,1705.744,-22.928
302340,4854076,1720.819,-19.6046
300444,4854124,1761.433,-23.0383
300564,4856516,1762.791,-24.8792
300514,4855473,1762.408,-24.0551
304038,4857010,1709.331,-25.4162
305753,4855623,1700.626,-29.8258
311062,4851101,1703.57,-20.8427
310773,4852333,1719.278,-22.0301
310546,4853047,1721.336,-22.7864
310621,4854935,1730.996,-22.3153
309119,4855505,1693.851,-25.7518
307777,4855534,1695.007,-30.5575
306308,4855592,1699.36,-30.7398
303020,4856935,1748.143,-24.2899
299115,4856973,1777.553,-27.6066
298060,4857709,1766.862,-27.3088
296799,4858693,1771.227,-31.0754
298045,4859121,1748.677,-35.9231
299660,4858943,1734.02,-30.7666
300960,4860349,1728.55,-36.9434
300980,4861458,1731.549,-43.5761
301202,4862619,1740.848,-46.9807
301646,4863320,1758.634,-45.6317
302221,4864247,1782.468,-41.612
302752,4865102,1804.886,-37.9333
303266,4865925,1827.093,-33.7273
303561,4866866,1853.056,-26.0204
303552,4867557,1865.082,-21.4263
303847,4865444,1818.554,-34.3645
304654,4865838,1838.502,-31.4329
305133,4866537,1859.607,-28.7649
305969,4866974,1909.218,-25.4776
305093,4865422,1842.815,-31.5119
305880,4865854,1875.962,-29.3299
306403,4866138,1896.612,-27.5509
306477,4865399,1879.478,-28.3882
307175,4866149,1913.627,-24.3619
307668,4867040,1956.776,-18.8276
308291,4867787,2023.338,-16.5507
308561,4868356,2077.864,-16.1385
307578,4865324,1889.259,-23.3755
308147,4864481,1879.387,-21.7478
307545,4863977,1853.229,-25.7532
308871,4864062,1943.915,-14.8835
308515,4863687,1894.703,-19.0455
307558,4863139,1841.337,-25.7718
307632,4862284,1814.491,-25.3529
306912,4863539,1825.867,-28.3568
306249,4864274,1839.256,-30.0831
306237,4864998,1862.347,-29.5534
305425,4864565,1831.676,-31.7657
304332,4864629,1801.83,-34.3194
303553,4864642,1801.844,-36.7049
303400,4863881,1784.989,-38.1862
303243,4863037,1767.528,-39.6342
304274,4863818,1785.383,-35.4251
304252,4862894,1766.419,-35.9485
302622,4862674,1756.525,-42.0334
301823,4862502,1745.753,-44.8666
303487,4862234,1751.697,-38.973
304753,4862191,1751.661,-34.3086
305809,4859696,1711.117,-31.4107
306720,4859623,1714.203,-29.4058
307446,4859755,1733.292,-27.2402
307054,4860544,1745.013,-27.9765
305797,4858641,1708.725,-31.3648
304917,4858473,1711.047,-29.523
303761,4858498,1713.084,-26.8989
304190,4859523,1715.987,-30.6332
304887,4859701,1713.55,-31.4873
305852,4861037,1737.279,-31.2951
306964,4861702,1773.753,-28.2822
305873,4862159,1768.008,-31.2039
305897,4863199,1797.312,-31.4611
303016,4861607,1738.864,-39.8618
303004,4860618,1723.817,-34.7893
302994,4859861,1720.859,-30.1195
301955,4859858,1724.314,-30.9145
301656,4859124,1724.589,-26.6148
300625,4858827,1734.826,-26.4664
302019,4859375,1721.728,-27.0746
301027,4864153,1760.997,-46.4202
300036,4863974,1743.645,-49.27
298950,4864030,1750.012,-50.0988
297797,4864097,1764.891,-52.323
297821,4865123,1830.322,-45.4901
297883,4866291,1918.329,-34.5037
298814,4866726,1937.707,-27.7993
298227,4867215,1998.002,-24.492
298240,4865748,1878.61,-38.7525
299050,4865247,1814.928,-41.8737
299833,4865677,1800.659,-36.7995
299713,4864798,1757.578,-44.9076
298456,4864603,1792.311,-49.4583
297778,4863135,1747.158,-53.9968
297739,4862118,1745.743,-52.8747
298766,4862414,1741.918,-51.696
299918,4862361,1737.535,-48.8861
305423,4854824,1699.527,-27.866
299787,4860648,1734.576,-42.3779
298613,4860696,1738.798,-45.9764
298123,4860232,1738.966,-43.8308
297709,4861361,1745.355,-50.4124
292818,4863980,1772.554,-44.7925
292874,4867056,1889.706,-37.272
292482,4868071,1936.129,-35.5708
292598,4869020,1987.364,-32.9116
293525,4868073,1942.713,-34.0396
293482,4869096,1987.732,-29.0534
293023,4870064,2026.533,-26.0621
293024,4871145,2054.253,-15.5182
404139.4701,4705952.476,1463.6,-17.5672
389500.2014,4706206.147,1650.4,7.3133
389486.2329,4706206.368,1650.4,7.33541
376971.5561,4706527.534,1782.1,14.9443
348542.403,4707124.513,1467.9,-1.30916
404579.9587,4706131.569,1460.8,-11.6678
198308.4349,4712143.482,1263.4,47.5589
198308.4349,4712143.482,1263.4,47.5989
193487.9018,4712354.154,1236.3,43.9942
193474.7339,4712372.983,1236.3,43.929
400651.8002,4706371.619,1431.6,-18.0301
405677.7301,4706301.759,1495.7,-4.7888
407252.7988,4706280.612,1534.7,5.48586
408841.0127,4706259.649,1616,-0.87634
409648.6762,4706249.128,1657.8,-2.34208
327361.6364,4707839.399,1566.6,37.3314
404076.0541,4706360.501,1460,-15.0035
348878.2969,4707450.283,1463.7,-6.76275
348878.2969,4707450.283,1463.7,-6.77275
363134.0201,4707174.231,1726.6,21.774
363134.3867,4707192.886,1726.6,21.5349
376978.7454,4706934.614,1782.1,14.8561
402872.7917,4706525.441,1428.9,-17.4901
246008.0451,4710517.174,1253.3,44.878
246008.7259,4710535.831,1253.3,44.8572
410925.7523,4706510.218,1740.4,-0.30258
268293.8749,4709888.117,1282.9,33.5191
268293.8749,4709888.117,1282.9,33.5391
397400.0115,4706881.448,1487.4,-10.5115
341876.5152,4708050.354,1560.6,5.65558
341876.5152,4708050.354,1560.6,5.69558
392075.7462,4707147.059,1548.7,14.3132
401277.2055,4707010.56,1428,-16.0714
399265.7238,4707131.655,1455.1,-14.4588
392105.3978,4707257.556,1548.6,14.4469
392091.4315,4707257.773,1548.6,14.4485
372266.2999,4707667.364,1568.2,-15.4432
372252.3336,4707667.62,1568.2,-15.3854
400636.5668,4707204.812,1445.7,-15.715
390792.9536,4707407.629,1565.1,8.08124
366023.492,4707876.978,1647.1,17.4361
366023.492,4707876.978,1647.1,17.4261
402679.8,4707416.524,1428.3,-14.8402
394740.5006,4707624.403,1524,-2.77053
238569.5216,4711830.739,1256.1,45.3446
238555.5547,4711831.264,1256.1,45.2975
278839.9044,4710452.621,1277.4,23.6756
278839.9044,4710452.621,1277.4,23.6256
248469.3553,4711484.065,1264.3,46.9394
248456.8806,4711503.086,1264.3,46.8882
312222.3641,4709509.222,1323.1,12.1678
289604.0664,4710156.143,1341.7,61.1776
312209.2197,4709509.577,1323.1,12.1876
307914.7901,4709793.34,1340.5,12.1266
309147.0446,4709759.444,1345.4,13.5452
307914.7901,4709793.34,1340.5,12.0966
309147.0446,4709759.444,1345.4,13.5052
305039.226,4709891.96,1347.2,19.3694
305026.5921,4709910.54,1347.2,19.365
302823.0319,4709991.285,1356.4,15.6987
302823.0319,4709991.285,1356.4,15.6487
274934.5829,4710892.861,1273.5,26.7757
299785.0753,4710133.581,1377.1,15.1624
274934.5829,4710892.861,1273.5,26.7257
299785.0753,4710133.581,1377.1,15.1125
408875.2265,4707869.566,1663.6,-2.28542
408875.2265,4707869.566,1663.6,-2.25542
395815.0972,4708052.731,1520.6,-8.03902
404576.6203,4707927.148,1456.6,-9.97175
405631.3525,4707912.774,1509.6,-0.527665
406863.5158,4707896.184,1556.6,4.62262
408054.6064,4707880.354,1598,2.92158
395815.3764,4708071.385,1520.6,-8.033
404576.8759,4707945.803,1456.6,-9.89884
405631.6053,4707931.428,1509.6,-0.566328
405699.7849,4707930.505,1512.7,-0.148877
406863.7653,4707914.839,1556.6,4.65499
407274.4852,4707909.357,1576.4,5.59746
408054.8528,4707899.009,1598,2.99945
409669.8022,4707877.871,1697.7,-2.48246
280987.5762,4710755.312,1277.4,24.9417
280987.5762,4710755.312,1277.4,24.9917
181280.299,4714627.592,1172,43.3331
300813.2425,4710178.21,1377.1,15.2648
367968.9677,4708580.519,1634.3,0.749877
369049.9953,4708560.103,1623,-4.72301
370692.8933,4708529.396,1589.5,-10.6581
373979.5065,4708469.131,1545.9,-14.7427
375416.2173,4708443.274,1605.9,-5.95843
181267.1536,4714628.194,1172,43.2932
300800.0987,4710178.586,1377.1,15.2376
367955.0031,4708580.784,1634.3,0.767387
369049.9953,4708560.103,1623,-4.77301
370692.8933,4708529.396,1589.5,-10.6081
373979.5065,4708469.131,1545.9,-14.7627
375416.2173,4708443.274,1605.9,-5.99843
209626.0671,4713423.236,1205.8,49.5723
209626.0671,4713423.236,1205.8,49.5223
251732.544,4711848.677,1268.6,45.8968
251718.5784,4711849.175,1268.6,45.8453
338249.2495,4709374.256,1596.7,25.8825
209645.4487,4713552.368,1205.8,49.4704
279871.2602,4710975.839,1278,24.7705
209646.223,4713570.915,1205.8,49.4718
279857.8818,4710994.826,1278,24.7201
315331.7619,4709981.775,1325.5,36.4937
203226.6454,4713878.824,1229.6,48.4383
206430.6375,4713742.839,1223.5,49.2332
284405.0767,4710889.363,1281.1,30.3175
203212.6792,4713879.42,1229.6,48.4892
206430.6375,4713742.839,1223.5,49.2732
284405.0767,4710889.363,1281.1,30.3575
183852.0937,4714732.661,1175,43.0821
183852.9421,4714751.319,1175,43.0674
376926.834,4708693.989,1757.1,17.6633
376927.1638,4708712.644,1757.1,17.6676
389947.0725,4708531.527,1577.6,14.1768
397423.1863,4708454.568,1500.8,-10.7742
397423.1863,4708454.568,1500.8,-10.8041
404474.9876,4708483.962,1451.8,-10.1314
399191.0625,4708558.469,1453.5,-11.3096
399191.3262,4708576.68,1453.5,-11.3056
399861.5696,4708567.007,1453.6,-11.4484
211223.3414,4713876.268,1175.9,50.7735
287605.0228,4711124.75,1296.9,42.2886
211223.3414,4713876.268,1175.9,50.7335
256162.8274,4712322.33,1274.7,49.3462
256162.8274,4712322.33,1274.7,49.3262
410487.0306,4708626.074,1762.3,0.874385
410487.2705,4708644.729,1762.3,0.813711
400728.532,4708813.813,1446.5,-13.2492
402068.9678,4708794.827,1445,-14.0932
400728.7981,4708832.468,1446.5,-13.2318
402056.0888,4708813.667,1445,-14.1606
402603.1032,4708805.992,1445.1,-14.125
226841.6088,4713523.143,1208.5,47.1385
226841.6088,4713523.143,1208.5,47.1585
287963.6493,4711669.239,1300.6,42.431
287963.6493,4711669.239,1300.6,42.401
236165.8558,4713533.961,1268.3,45.4674
236151.8921,4713534.491,1268.3,45.4584
404566.7651,4709185.948,1460.6,-11.8898
228693.2313,4713895.782,1225.9,45.5976
353825.7295,4710140.895,1563.6,9.81151
228693.9419,4713913.995,1225.9,45.5722
353812.1499,4710159.4,1563.6,9.59443
394371.5225,4709462.818,1527,-2.52291
394371.8006,4709481.14,1527,-2.53782
297485.0089,4711644.974,1362.5,19.9439
297471.8677,4711645.356,1362.5,19.9145
340742.3584,4710539.013,1552,8.27854
340742.3584,4710539.013,1552,8.25854
404322.9214,4709374.436,1446,-9.42318
233190.2515,4713869.814,1256.1,46.2721
233190.2515,4713869.814,1256.1,46.2521
230179.0128,4714004.694,1225.9,47.3443
259378.2394,4712933.067,1262.5,49.672
230165.0495,4714005.236,1225.9,47.3439
390129.7063,4709639.558,1588,18.085
228428.4716,4714109.769,1225.9,48.2634
270398.5622,4712597.447,1267.1,37.6265
228428.4716,4714109.769,1225.9,48.2334
270398.5622,4712597.447,1267.1,37.6065
387434.1463,4709775.046,1646.5,21.6175
387434.1463,4709775.046,1646.5,21.6475
395811.5471,4709681.794,1529.5,-7.82226
407295.9277,4709519.34,1598.7,6.88393
279354.5659,4712418.627,1266.4,39.914
265668.3598,4712921.86,1268.6,40.6699
265654.3974,4712922.33,1268.6,40.6797
235279.116,4714030.983,1268.3,46.1615
265258.3315,4712954.365,1267.7,42.1984
290608.7263,4712144.983,1314.3,41.6698
235279.116,4714030.983,1268.3,46.1315
265258.3315,4712954.365,1267.7,42.1584
290608.7263,4712144.983,1314.3,41.6898
349989.104,4710703.92,1491.6,-7.46243
349989.104,4710703.92,1491.6,-7.44243
262525.1294,4713195.583,1264,45.704
262525.1294,4713195.583,1264,45.664
405724.8514,4709781.115,1527.7,4.09613
176436.8942,4716687.661,1179,50.3185
179160.5647,4716561.382,1179.3,44.0426
223924.9099,4714639.283,1192.1,49.5507
179161.4261,4716580.04,1179.3,43.9769
223925.6508,4714657.941,1192.1,49.4956
183954.1322,4716397.38,1190.5,40.9664
183954.1322,4716397.38,1190.5,40.9964
190121.7371,4716268.205,1196.6,42.74
190121.7371,4716268.205,1196.6,42.71
270746.2239,4713141.947,1269.4,35.5033
404400.4914,4710058.068,1442.6,-6.77304
175680.9635,4716964.095,1045.2,53.7639
175681.8343,4716982.753,1045.2,53.8614
193618.1204,4716243.048,1223.2,44.3375
198463.0552,4716031.149,1212.8,48.327
193618.1204,4716243.048,1223.2,44.3375
198449.9142,4716031.719,1212.8,48.3766
316070.1875,4711980.904,1311.9,22.7955
316056.2269,4711981.273,1311.9,22.7677
404402.5281,4710206.308,1442.3,-7.10598
294885.4168,4712665.757,1344.8,20.2837
294871.4561,4712666.169,1344.8,20.3211
220702.152,4715324.298,1168.6,50.4048
270880.1773,4713489.501,1268.6,35.0576
272673.7301,4713430.633,1264.9,34.4184
346992.2331,4711398.55,1439,2.27157
220702.9017,4715342.956,1168.6,50.4085
270880.792,4713508.157,1268.6,35.0222
272674.3401,4713449.29,1264.9,34.3728
346992.6435,4711417.206,1439,2.22835
271037.9929,4713688.302,1266.7,36.7531
295673.739,4712920.746,1366.1,18.5029
271037.9929,4713688.302,1266.7,36.7531
295673.739,4712920.746,1366.1,18.4829
407720.2941,4710550.007,1577.9,5.698
407706.5824,4710568.848,1577.9,5.61887
389901.5407,4710846.494,1613.9,17.7934
389888.4027,4710846.702,1613.9,17.7685
217422.0154,4715902.06,1166.2,54.2431
217408.0547,4715902.628,1166.2,54.2634
346935.4751,4711955.401,1431,2.66582
412692.2929,4710819.235,1996.4,8.68298
346935.8759,4711973.613,1431,2.68275
412692.5214,4710837.446,1996.4,8.50039
342285.566,4712170.392,1483.4,12.2954
345159.4178,4712105.815,1474.9,7.26024
342285.566,4712170.392,1483.4,12.3354
345159.4178,4712105.815,1474.9,7.22024
379727.5187,4711477.579,2000.1,21.6848
205910.3033,4716694.55,1190.2,50.6981
372339.3024,4711646.135,1554.2,-6.23024
388268.1248,4711372.021,1634.3,20.4821
205910.3033,4716694.55,1190.2,50.6781
285863.6921,4713771.358,1276.2,46.6799
372325.3441,4711646.392,1554.1,-6.66991
388268.1248,4711372.021,1634.3,20.4321
394234.2977,4711297.404,1623.1,0.098913
394234.2977,4711297.404,1623.1,0.118913
394234.2977,4711297.404,1623,-0.520736
394084.3266,4711318.345,1623.1,-0.642421
395835.6552,4711291.899,1522.8,-7.67544
392674.8406,4711358.166,1731.8,18.481
244835.8744,4715211.882,1280.4,62.2025
